ECID,dut,Speedo,Temp,Vmin,valid,Chip,Model,Pipe,Guess,Error
TSMC-U8C607-10_x4_y1,vrl-cs-bg-128,2076,35,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.8156205759189588,-0.0056205759189587035
TSMC-U8C607-08_x1_y5,vrl-cs-bg-128,2117,35,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.8071916805056701,0.002808319494329914
TSMC-U8C607-10_x4_y1,vrl-cs-bg-128,2076,0,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.8051470993247156,0.004852900675284433
TSMC-U8C607-08_x1_y5,vrl-cs-bg-128,2117,0,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.7986086968528037,0.011391303147196385
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,105,0.86,good,GB100,QuadraticVMin,Only: valid = good,0.8448401018189085,0.015159898181091536
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,105,0.86,good,GB100,QuadraticVMin,Only: valid = good,0.8429746582615736,0.017025341738426403
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,70,0.84,good,GB100,QuadraticVMin,Only: valid = good,0.8352568558399686,0.0047431441600314095
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,70,0.85,good,GB100,QuadraticVMin,Only: valid = good,0.8334680918459594,0.016531908154040598
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,35,0.83,good,GB100,QuadraticVMin,Only: valid = good,0.8244457200662805,0.005554279933719486
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,35,0.83,good,GB100,QuadraticVMin,Only: valid = good,0.8229849403095834,0.007015059690416603
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,0,0.82,good,GB100,QuadraticVMin,Only: valid = good,0.8124066944978434,0.007593305502156533
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,0,0.82,good,GB100,QuadraticVMin,Only: valid = good,0.8115252036524447,0.008474796347555213
TSMC-U8C586-07_x4_y3,vrl-cs-bg-102,2045,105,0.88,good,GB100,QuadraticVMin,Only: valid = good,0.8378064655221626,0.04219353447783736
TSMC-U8C586-07_x3_y6,vrl-cs-bg-102,2049,105,0.86,good,GB100,QuadraticVMin,Only: valid = good,0.8386168496257028,0.021383150374297166
TSMC-U8C586-07_x4_y3,vrl-cs-bg-102,2045,70,0.86,good,GB100,QuadraticVMin,Only: valid = good,0.8297959515561363,0.030204048443863707
TSMC-U8C586-07_x3_y6,vrl-cs-bg-102,2049,70,0.84,good,GB100,QuadraticVMin,Only: valid = good,0.830276741477036,0.009723258522963962
TSMC-U8C586-07_x4_y3,vrl-cs-bg-137,2045,35,0.83,good,GB100,QuadraticVMin,Only: valid = good,0.8201839957910464,0.009816004208953566
TSMC-U8C586-07_x3_y6,vrl-cs-bg-137,2049,35,0.82,good,GB100,QuadraticVMin,Only: valid = good,0.8206677809729462,-0.0006677809729462858
TSMC-U8C586-07_x4_y3,vrl-cs-bg-137,2045,0,0.83,good,GB100,QuadraticVMin,Only: valid = good,0.8089705982268935,0.021029401773106415
TSMC-U8C586-07_x3_y6,vrl-cs-bg-137,2049,0,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.8097899681134335,0.00021003188656654181
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,105,0.78,good,GB100,QuadraticVMin,Only: valid = good,0.8124134430661649,-0.03241344306616489
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,105,0.8,good,GB100,QuadraticVMin,Only: valid = good,0.8133385727079943,-0.013338572707994212
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,70,0.82,good,GB100,QuadraticVMin,Only: valid = good,0.8054268222256392,0.014573177774360735
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,70,0.83,good,GB100,QuadraticVMin,Only: valid = good,0.8069266170354104,0.023073382964589606
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,35,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.7989089097409937,0.011091090259006342
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,35,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.8009217172611387,0.009078282738861354
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,0,0.8,good,GB100,QuadraticVMin,Only: valid = good,0.7928597056122291,0.0071402943877709735
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,0,0.79,good,GB100,QuadraticVMin,Only: valid = good,0.7953238733851797,-0.0053238733851797004
TSMC-U8C589-23_x2_y5,vrl-cs-bg-106,2176,105,0.78,good,GB100,QuadraticVMin,Only: valid = good,0.8113665103965805,-0.03136651039658045
TSMC-U8C589-25_x3_y4,vrl-cs-bg-106,2205,105,0.78,good,GB100,QuadraticVMin,Only: valid = good,0.8049792843755802,-0.02497928437558017
TSMC-U8C589-23_x2_y5,vrl-cs-bg-106,2176,70,0.79,good,GB100,QuadraticVMin,Only: valid = good,0.8063799091596225,-0.016379909159622508
TSMC-U8C589-25_x3_y4,vrl-cs-bg-106,2205,70,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.7999714395165781,0.010028560483421933
TSMC-U8C589-23_x2_y5,vrl-cs-bg-122,2176,35,0.78,good,GB100,QuadraticVMin,Only: valid = good,0.800823580902118,-0.020823580902118
TSMC-U8C589-25_x3_y4,vrl-cs-bg-122,2205,35,0.79,good,GB100,QuadraticVMin,Only: valid = good,0.7946089405397281,-0.004608940539728046
TSMC-U8C589-23_x2_y5,vrl-cs-bg-122,2176,0,0.78,good,GB100,QuadraticVMin,Only: valid = good,0.7946975256240676,-0.014697525624067564
TSMC-U8C589-25_x3_y4,vrl-cs-bg-122,2205,0,0.8,good,GB100,QuadraticVMin,Only: valid = good,0.788891787445031,0.011108212554969077
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,105,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.7986516381479027,0.01134836185209731
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,105,0.82,good,GB100,QuadraticVMin,Only: valid = good,0.7837033797803739,0.0362966202196261
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,70,0.8,good,GB100,QuadraticVMin,Only: valid = good,0.7975243516643774,0.0024756483356226378
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,70,0.81,good,GB100,QuadraticVMin,Only: valid = good,0.7839412309481488,0.026058769051851227
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,35,0.79,good,GB100,QuadraticVMin,Only: valid = good,0.7954303650778692,-0.005430365077869204
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,35,0.8,good,GB100,QuadraticVMin,Only: valid = good,0.7833000481922041,0.016699951807795932
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,0,0.78,good,GB100,QuadraticVMin,Only: valid = good,0.7923696783883776,-0.012369678388377547
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,0,0.79,good,GB100,QuadraticVMin,Only: valid = good,0.7817798315125397,0.008220168487460322
