Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.046493325821325815,0.04219353447783736,0.00012806400253896657,0.017855487867855367,0.36961405910988177
