ECID,dut,Speedo,Temp,Vmin,valid,Chip,Model,Pipe,Guess,Error
TSMC-U8C589-25_x3_y4,vrl-cs-bg-106,2205,70,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6548715282162001,-0.004871528216200072
TSMC-U8C589-23_x2_y5,vrl-cs-bg-122,2176,35,0.71,good,GB100,QuadraticVMin,Only: valid = good,0.6693153476387552,0.040684652361244744
TSMC-U8C589-25_x3_y4,vrl-cs-bg-122,2205,35,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6632521620912417,-0.0032521620912416838
TSMC-U8C589-23_x2_y5,vrl-cs-bg-122,2176,0,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.678270358052417,-0.008270358052416937
TSMC-U8C589-25_x3_y4,vrl-cs-bg-122,2205,0,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6718959586289213,-0.0018959586289212238
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,105,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.647948899204358,-0.00794889920435804
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,105,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6341220159999503,0.015877984000049694
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,70,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6552250631825438,-0.005225063182543788
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,70,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.641597017113746,0.008402982886254073
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,35,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6632907475342784,-0.013290747534278391
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,35,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.649598203086863,0.01040179691313703
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,0,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6721459522595619,-0.012145952259561832
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,0,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6581255739192997,0.011874426080700329
