Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.03126997725397629,0.04257854861630905,-2.9692898563835057e-05,0.013233918684772309,0.44476098399333275
