Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.03996871231707466,0.01590366287724221,-3.5882379855172856e-05,0.01177227677061182,0.5789577851128526
