Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.05796882325381081,0.10136009515142108,0.00013062258008254515,0.030280987573777236,0.19990198066445264
