Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.02948323580653578,0.012731711761770681,-6.1008200265811625e-06,0.009795430621132075,0.6739767506600469
