Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.028767043227418854,0.10691570938572403,-0.00033860657892308664,0.01956084754246697,-0.1383914512355353
