Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.06456925568060268,0.06218669175094593,7.722339356593289e-07,0.02672307486961896,0.40615015466678017
