Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.031166663687324903,0.022470735800835806,-9.644294150160032e-05,0.009987331539649293,0.5719541207437489
