ECID,dut,Speedo,Temp,Vmin,valid,Chip,Model,Pipe,Guess,Error
TSMC-U8C607-10_x4_y1,vrl-cs-bg-128,2076,35,0.69,good,GB100,QuadraticVMin,Only: valid = good,0.6825833627078501,0.007416637292149808
TSMC-U8C607-08_x1_y5,vrl-cs-bg-128,2117,35,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6768201242397147,0.0031798757602853334
TSMC-U8C607-10_x4_y1,vrl-cs-bg-128,2076,0,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6875232265636935,-0.007523226563693419
TSMC-U8C607-08_x1_y5,vrl-cs-bg-128,2117,0,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6817285461959273,-0.011728546195927225
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,105,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6802261556377773,-0.0002261556377772811
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,105,0.69,good,GB100,QuadraticVMin,Only: valid = good,0.678764002567499,0.011235997432500922
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,70,0.69,good,GB100,QuadraticVMin,Only: valid = good,0.6837106527120773,0.006289347287922631
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,70,0.69,good,GB100,QuadraticVMin,Only: valid = good,0.6825302157961173,0.007469784203882668
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,35,0.69,good,GB100,QuadraticVMin,Only: valid = good,0.6875585774136728,0.00244142258632718
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,35,0.7,good,GB100,QuadraticVMin,Only: valid = good,0.6866339628495457,0.013366037150454257
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,0,0.7,good,GB100,QuadraticVMin,Only: valid = good,0.6917699297425628,0.008230070257437161
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,0,0.7,good,GB100,QuadraticVMin,Only: valid = good,0.6910752437277865,0.008924756272213452
TSMC-U8C586-07_x4_y3,vrl-cs-bg-102,2045,105,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6785034087638064,0.0014965912361936118
TSMC-U8C586-07_x3_y6,vrl-cs-bg-102,2049,105,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6782169059672969,0.0017830940327031586
TSMC-U8C586-07_x4_y3,vrl-cs-bg-102,2045,70,0.69,good,GB100,QuadraticVMin,Only: valid = good,0.6820657216085075,0.007934278391492411
TSMC-U8C586-07_x3_y6,vrl-cs-bg-102,2049,70,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6819532655163496,-0.001953265516349556
TSMC-U8C586-07_x4_y3,vrl-cs-bg-137,2045,35,0.69,good,GB100,QuadraticVMin,Only: valid = good,0.6859779967460227,0.00402200325397728
TSMC-U8C586-07_x3_y6,vrl-cs-bg-137,2049,35,0.69,good,GB100,QuadraticVMin,Only: valid = good,0.6860451024431529,0.003954897556847081
TSMC-U8C586-07_x4_y3,vrl-cs-bg-137,2045,0,0.7,good,GB100,QuadraticVMin,Only: valid = good,0.6902402341763516,0.009759765823648348
TSMC-U8C586-07_x3_y6,vrl-cs-bg-137,2049,0,0.69,good,GB100,QuadraticVMin,Only: valid = good,0.690492416747706,-0.0004924167477060593
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,105,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6581940202475003,0.011805979752499751
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,105,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6621405130862006,-0.0021405130862005572
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,70,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.662958832240305,-0.0029588322403050205
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,70,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6658930757876129,-0.005893075787612889
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,35,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6675221112626644,-0.007522111262664333
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,35,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6697489587536996,0.0002510412463004874
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,0,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6718838573145776,-0.0018838573145775195
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,0,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.67370816198446,0.006291838015540008
TSMC-U8C589-23_x2_y5,vrl-cs-bg-106,2176,105,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6569631387544583,0.0030368612455417
TSMC-U8C589-25_x3_y4,vrl-cs-bg-106,2205,105,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6492040558052006,0.010795944194799456
TSMC-U8C589-23_x2_y5,vrl-cs-bg-106,2176,70,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6607438038622506,-0.0007438038622505916
TSMC-U8C589-25_x3_y4,vrl-cs-bg-106,2205,70,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6538724790820396,-0.0038724790820395816
TSMC-U8C589-23_x2_y5,vrl-cs-bg-122,2176,35,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6648757220745907,0.005124277925409371
TSMC-U8C589-25_x3_y4,vrl-cs-bg-122,2205,35,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6586138878598429,0.0013861121401571586
TSMC-U8C589-23_x2_y5,vrl-cs-bg-122,2176,0,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6693588933914776,0.000641106608522457
TSMC-U8C589-25_x3_y4,vrl-cs-bg-122,2205,0,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6634282821386086,-0.0034282821386085738
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,105,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6486921633335387,0.0013078366664612817
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,105,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.644672739430745,-0.0046727394307449766
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,70,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.652482155249035,-0.0024821552490349452
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,70,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6478748474567961,0.00212515254320389
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,35,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6566308020908207,0.0033691979091793334
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,35,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6514460140781453,-0.0014460140781452635
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,0,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.661138103858895,-0.001138103858895012
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,0,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.655386239294792,0.004613760705208025
