Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.04763617359530381,0.1707578403295621,-0.0004972377625774849,0.026512102282981558,-0.10528449412495
