ECID,dut,Speedo,Temp,Vmin,valid,Chip,Model,Pipe,Guess,Error
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,35,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6633268252824294,-0.013326825282429344
TSMC-U8C590-06_x4_y5,vrl-cs-sc-106,2167,0,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6791106471721032,-0.0191106471721032
TSMC-U8C590-06_x3_y4,vrl-cs-sc-106,2154,0,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6788133012509278,-0.018813301250927728
TSMC-U8C589-23_x2_y5,vrl-cs-bg-106,2176,105,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.635615962312984,0.014384037687016016
TSMC-U8C589-25_x3_y4,vrl-cs-bg-106,2205,105,0.63,good,GB100,QuadraticVMin,Only: valid = good,0.6334170817253932,-0.003417081725393234
TSMC-U8C589-23_x2_y5,vrl-cs-bg-106,2176,70,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.6475916765517357,-0.007591676551735649
TSMC-U8C589-25_x3_y4,vrl-cs-bg-106,2205,70,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.6374137041872596,0.0025862958127403912
TSMC-U8C589-23_x2_y5,vrl-cs-bg-122,2176,35,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6622117260791183,-0.012211726079118246
TSMC-U8C589-25_x3_y4,vrl-cs-bg-122,2205,35,0.73,good,GB100,QuadraticVMin,Only: valid = good,0.6426887301689406,0.08731126983105941
TSMC-U8C589-23_x2_y5,vrl-cs-bg-122,2176,0,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6794761108951316,-0.01947611089513157
TSMC-U8C589-25_x3_y4,vrl-cs-bg-122,2205,0,0.82,good,GB100,QuadraticVMin,Only: valid = good,0.6492421596704379,0.1707578403295621
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,105,0.63,good,GB100,QuadraticVMin,Only: valid = good,0.632885056458131,-0.0028850564581309746
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,105,0.63,good,GB100,QuadraticVMin,Only: valid = good,0.6354560362629158,-0.005456036262915798
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,70,0.63,good,GB100,QuadraticVMin,Only: valid = good,0.6480070664648307,-0.018007066464830745
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,70,0.63,good,GB100,QuadraticVMin,Only: valid = good,0.6525069870812339,-0.022506987081233887
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,35,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.6662574388438887,-0.026257438843888647
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,35,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.6723348774371458,-0.032334877437145804
TSMC-U8C586-08_x8_y4,vrl-cs-sc-54,2212,0,0.64,good,GB100,QuadraticVMin,Only: valid = good,0.6876361735953038,-0.04763617359530381
TSMC-U8C586-08_x5_y5,vrl-cs-sc-54,2231,0,0.65,good,GB100,QuadraticVMin,Only: valid = good,0.6949397073306489,-0.04493970733064889
