Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.038922360755414775,0.13357041712476025,-0.00040947683101514253,0.022795567807491993,-0.18363869028803737
