Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.0447694117143419,0.16081937634378107,-0.0006035859060900383,0.028348348181673273,-0.2827572359631534
