ECID,dut,Speedo,Temp,Vmin,valid,Chip,Model,Pipe,Guess,Error
TSMC-U8C607-10_x4_y1,vrl-cs-bg-128,2076,35,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6644656142241276,0.005534385775872397
TSMC-U8C607-08_x1_y5,vrl-cs-bg-128,2117,35,0.7,good,GB100,QuadraticVMin,Only: valid = good,0.6617299355016537,0.038270064498346246
TSMC-U8C607-10_x4_y1,vrl-cs-bg-128,2076,0,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6748335085917458,-0.004833508591745805
TSMC-U8C607-08_x1_y5,vrl-cs-bg-128,2117,0,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6743646075244456,-0.014364607524445572
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,105,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6634206774140772,-0.0034206774140771445
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,105,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6624144332619868,-0.0024144332619867592
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,70,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6630807436449948,-0.0030807436449947767
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,70,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.662049248346116,0.007950751653884036
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,35,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.6672295131010706,0.0027704868989294473
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,35,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.666171631899781,0.003828368100219026
TSMC-U8C586-07_x6_y1,vrl-cs-sc-257,2029,0,0.67,good,GB100,QuadraticVMin,Only: valid = good,0.675866985782305,-0.005866985782304934
TSMC-U8C586-07_x3_y2,vrl-cs-sc-257,2034,0,0.68,good,GB100,QuadraticVMin,Only: valid = good,0.6747815839229816,0.005218416077018451
TSMC-U8C586-07_x4_y3,vrl-cs-bg-102,2045,105,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6612538025515646,-0.0012538025515645979
TSMC-U8C586-07_x3_y6,vrl-cs-bg-102,2049,105,0.66,good,GB100,QuadraticVMin,Only: valid = good,0.6607063211879254,-0.0007063211879253517
