Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.03252411913217512,0.09474364032656868,-3.245700135341736e-05,0.020302711533165957,0.2683295355836106
