Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.037846121677973965,0.020662766040748903,-5.843340586249052e-05,0.012271736852723609,0.645573080313607
