Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.04745739116118042,0.049934592658479104,-4.79351045935009e-05,0.019675350422136192,0.3026444373152911
