Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.048927098208076836,0.02830266183075747,-9.614127599777138e-05,0.015510432972110803,0.5943911794369451
