Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.027273685485704413,0.021539958300442086,-2.383157147057579e-05,0.008461766510148844,0.6658310520175879
