Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.029819308734929773,0.04340616093266503,-6.66818484052763e-05,0.01421247555882965,0.38680526249791747
