Chip,Model,Pipe,MinErr,MaxErr,AvgErr,StdErr,R^2
GB100,QuadraticVMin,Only: valid = good,-0.03601596623753067,0.08744322942524985,1.5154212709155261e-05,0.017942616715285794,0.3089499679381479
